State,Constituency Name,Candidate,Party,Winning Margin
Haryana,KURUKSHETRA,SATBIR KASHYAP,Rashtriya Janshakti Party(Eklavya),-29021.0
Haryana,KURUKSHETRA,PALA RAM SAINI,Jannayak Janta Party,-29021.0
Haryana,KURUKSHETRA,MANGAT RAM,Independent,-29021.0
Haryana,KURUKSHETRA,DEEPAK MEHRA,Bahujan Samaj Party,-29021.0
Haryana,KURUKSHETRA,PANDIT ANIL UPADHYAY,Independent,-29021.0
Haryana,KURUKSHETRA,DR SUSHIL GUPTA,Aam Aadmi Party,-29021.0
Haryana,KURUKSHETRA,SUNNY KASHYAP TEORA,Independent,-29021.0
Haryana,KURUKSHETRA,RAMDIYA,Independent,-29021.0
Haryana,KURUKSHETRA,ABHAY SINGH CHAUTALA,Indian National Lok Dal,-29021.0
Haryana,KURUKSHETRA,ER VISHAL KUMAR,Independent,-29021.0
Haryana,KURUKSHETRA,COMRADE RAMESH KHATKAR,Independent,-29021.0
Haryana,KURUKSHETRA,SEWA SINGH,Independent,-29021.0
Haryana,KURUKSHETRA,ADVOCATE PARDEEP SAINI,Rashtriya Garib Dal,-29021.0
Haryana,KURUKSHETRA,SATISH DHULL,Bharatiya Asha Party,-29021.0
Haryana,KURUKSHETRA,PATASHO DEVI EX-SARPANCH,Independent,-29021.0
Haryana,KURUKSHETRA,NAVEEN JINDAL,Bharatiya Janata Party,-29021.0
Haryana,KURUKSHETRA,SATNAM BHAZIGAR,Loktantrik Lok Rajyam Party,-29021.0
Haryana,KURUKSHETRA,VARUN GUPTA,Independent,-29021.0
Haryana,KURUKSHETRA,NARESH KUMAR,Samata Party,-29021.0
Maharashtra,Ahmednagar,AMOL VILAS PACHUNDKAR,Independent,-28929.0
Maharashtra,Ahmednagar,NILESH DNYANDEV LANKE,Nationalist Congress Party – Sharadchandra Pawar,-28929.0
Maharashtra,Ahmednagar,RAOSAHEB SHANKAR KALE,Independent,-28929.0
Maharashtra,Ahmednagar,BILAL GAFUR SHAIKH,Independent,-28929.0
Maharashtra,Ahmednagar,ADV. MAHENDRA DADASAHEB SHINDE,Independent,-28929.0
Maharashtra,Ahmednagar,SHEKATKAR ANIL GANPAT,Independent,-28929.0
Maharashtra,Ahmednagar,WABLE BHAUSAHEB BAPURAO,Bharatheeya Jawan Kisan Party,-28929.0
Maharashtra,Ahmednagar,DATTATRAY APPA WAGHMODE,Rashtriya Jankranti Party,-28929.0
Maharashtra,Ahmednagar,GANGADHAR HARIBHAU KOLEKAR,Independent,-28929.0
Maharashtra,Ahmednagar,ADV. SHIVAJIRAO WAMAN DAMALE (EX. SGT OF IAF),Sainik Samaj Party,-28929.0
Maharashtra,Ahmednagar,KOTHARI RAVINDRA LILACHAND,Rashtriya Janmanch (Secular),-28929.0
Maharashtra,Ahmednagar,DR. KAILASH NIVRUTTI JADHAV,Maharashtra Vikas Aghadi,-28929.0
Maharashtra,Ahmednagar,PRAVIN SUBHASH DALVI,Independent,-28929.0
Maharashtra,Ahmednagar,GAVADE MACCHINDRA RADHAKISAN,Independent,-28929.0
Maharashtra,Ahmednagar,KALIRAM BAHIRU POPALGHAT,Bhartiya Navjawan Sena (Paksha),-28929.0
Maharashtra,Ahmednagar,SURYABHAN (ALIAS SURESH) DATTATRAYA LAMBE,Independent,-28929.0
Maharashtra,Ahmednagar,NAVSHAD MUNSILAL SHAIKH,Independent,-28929.0
Maharashtra,Ahmednagar,AARTI KISHORKUMAR HALDAR,Prabuddha Republican Party,-28929.0
Maharashtra,Ahmednagar,ADV. JAMIR SHAIKH,Independent,-28929.0
Maharashtra,Ahmednagar,UMASHANKAR SHYAMBABU YADAV,Bahujan Samaj Party,-28929.0
Maharashtra,Ahmednagar,BHAGWAT DHONDIBA GAIKWAD,Samata Party,-28929.0
Maharashtra,Ahmednagar,DR. SUJAY RADHAKRISHNA VIKHEPATIL,Bharatiya Janata Party,-28929.0
Maharashtra,Ahmednagar,ALEKAR GORAKH DASHRATH,Independent,-28929.0
Maharashtra,Ahmednagar,DEELIP KONDIBA KHEDKAR,Vanchit Bahujan  Aaghadi,-28929.0
Maharashtra,Ahmednagar,MADAN KANIFNATH SONVANE,Right to Recall Party,-28929.0
Maharashtra,Ahmednagar,NOTA,None of the Above,-28929.0
Uttar Pradesh,Amroha,KUNWAR DANISH ALI,Indian National Congress,-28670.0
Uttar Pradesh,Amroha,KUMDESH KUMAR,Independent,-28670.0
Uttar Pradesh,Amroha,MUJAHID HUSAIN,Bahujan Samaj Party,-28670.0
Uttar Pradesh,Amroha,NOTA,None of the Above,-28670.0
Uttar Pradesh,Amroha,DHANISH,Independent,-28670.0
Uttar Pradesh,Amroha,KANWAR SINGH TANWAR,Bharatiya Janata Party,-28670.0
Uttar Pradesh,Amroha,SURESH,Independent,-28670.0
Uttar Pradesh,Amroha,JEETPAL RANA,Independent,-28670.0
Uttar Pradesh,Amroha,SUHEL HAIDER,Akhil Bhartiya Parivar Party,-28670.0
Uttar Pradesh,Amroha,NARENDRA SINGH,Independent,-28670.0
Uttar Pradesh,Amroha,NAEEMUDDIN,Independent,-28670.0
Uttar Pradesh,Amroha,KUSHAGRA,Independent,-28670.0
Uttar Pradesh,Amroha,KASHIF HUSAIN,Independent,-28670.0
Uttar Pradesh,Etah,DEVESH SHAKYA,Samajwadi Party,-28052.0
Uttar Pradesh,Etah,RAJVEER SINGH (RAJU BHAIYA),Bharatiya Janata Party,-28052.0
Uttar Pradesh,Etah,NOTA,None of the Above,-28052.0
Uttar Pradesh,Etah,ANUPAM KUMAR,Kisan Kranti Dal,-28052.0
Uttar Pradesh,Etah,MOHAMMAD IRFAN ADVOCATE,Bahujan Samaj Party,-28052.0
Uttar Pradesh,Etah,DANVEER,Independent,-28052.0
Uttar Pradesh,Etah,UDAY VEER SINGH,Peoples Party of India (Democratic),-28052.0
Uttar Pradesh,Etah,VIABHAV MISHRA,Bhartiya Shakti Chetna Party,-28052.0
Uttar Pradesh,Etah,AMAR SINGH,Independent,-28052.0
Uttar Pradesh,Etah,KAILASH KUMAR,Independent,-28052.0
Uttar Pradesh,Etah,ASHOK KUMAR,Independent,-28052.0
Ladakh,Ladakh,MOHMAD HANEEFA,Independent,-27862.0
Ladakh,Ladakh,NOTA,None of the Above,-27862.0
Ladakh,Ladakh,TASHI GYALSON,Bharatiya Janata Party,-27862.0
Ladakh,Ladakh,TSERING NAMGYAL,Indian National Congress,-27862.0
Uttar Pradesh,Hardoi,USHA VERMA,Samajwadi Party,-27856.0
Uttar Pradesh,Hardoi,BRAHMA PRASAD,Lok Jan Sangharsh Party,-27856.0
Uttar Pradesh,Hardoi,PRADEEP KUMAR,Bhartiya Krishak Dal,-27856.0
Uttar Pradesh,Hardoi,AWADESH KUMAR,Independent,-27856.0
Uttar Pradesh,Hardoi,OM PRAKASH,Independent,-27856.0
Uttar Pradesh,Hardoi,MUNNA LAL,Naari Nar Rakshak Party,-27856.0
Uttar Pradesh,Hardoi,INDRAPAL PASI,Justice Party,-27856.0
Uttar Pradesh,Hardoi,SUNIL KUMAR VERMA,Independent,-27856.0
Uttar Pradesh,Hardoi,SHIVE KUMAR,Independent,-27856.0
Uttar Pradesh,Hardoi,NOTA,None of the Above,-27856.0
Uttar Pradesh,Hardoi,BHIMRAO AMBEDKAR,Bahujan Samaj Party,-27856.0
Uttar Pradesh,Hardoi,JAI PRAKASH,Bharatiya Janata Party,-27856.0
Uttar Pradesh,Hardoi,SHYAM  KUMAR,Peoples Party of India (Democratic),-27856.0
Karnataka,Gulbarga,HUCHESHWARA WATHAR GOUR,Bahujan Samaj Party,-27205.0
Karnataka,Gulbarga,NAGENDRA RAO,Uttama Prajaakeeya Party,-27205.0
Karnataka,Gulbarga,B. VIJAYKUMAR CHINCHANSOORKAR,Prahar Janshakti Party,-27205.0
Karnataka,Gulbarga,VIJAY JADHAV,Karnataka Rashtra Samithi,-27205.0
Karnataka,Gulbarga,RAJKUMAR,BhartiyaBahujanKranti Dal,-27205.0
Karnataka,Gulbarga,S.M.SHARMA,Socialist Unity Centre Of India (COMMUNIST),-27205.0
Karnataka,Gulbarga,ANAND SINNUR,Independent,-27205.0
Karnataka,Gulbarga,RAMESH BHIMSING CHAVAN,Independent,-27205.0
Karnataka,Gulbarga,TARABAI BHOVI,Independent,-27205.0
Karnataka,Gulbarga,SHARANAPPA (PINTU),Independent,-27205.0
Karnataka,Gulbarga,JYOTI RAMESH CHAVAN,Independent,-27205.0
Karnataka,Gulbarga,SUNDAR,Independent,-27205.0
Karnataka,Gulbarga,DR. UMESH G JADHAV,Bharatiya Janata Party,-27205.0
Karnataka,Gulbarga,NOTA,None of the Above,-27205.0
Karnataka,Gulbarga,RADHAKRISHNA,Indian National Congress,-27205.0
West Bengal,Medinipur,JUNE MALIAH,All India Trinamool Congress,-27191.0
West Bengal,Medinipur,AGNIMITRA PAUL,Bharatiya Janata Party,-27191.0
West Bengal,Medinipur,BIPLAB BHATTA,Communist Party of India,-27191.0
West Bengal,Medinipur,NOTA,None of the Above,-27191.0
West Bengal,Medinipur,ANINDITA JANA,Socialist Unity Centre Of India (COMMUNIST),-27191.0
West Bengal,Medinipur,SANJIB DEY,Independent,-27191.0
West Bengal,Medinipur,ANJAN (BABALU) MANDAL,Bahujan Samaj Party,-27191.0
West Bengal,Medinipur,KAMALESH MAHATA,Independent,-27191.0
West Bengal,Medinipur,SUKESH CHANDRA PALMAL,Independent,-27191.0
West Bengal,Medinipur,BISWAJIT DAS,Independent,-27191.0
Karnataka,Davanagere,DR. PRABHA MALLIKARJUN,Indian National Congress,-26094.0
Karnataka,Davanagere,MAHABUB BASHA,Independent,-26094.0
Karnataka,Davanagere,GAYITHRI SIDDESHWARA,Bharatiya Janata Party,-26094.0
Karnataka,Davanagere,RAVINAIK. B,Independent,-26094.0
Karnataka,Davanagere,T.JABEENA AAPA,Independent,-26094.0
Karnataka,Davanagere,RUDRESHA.K.H,Samaj Vikas Kranti Party,-26094.0
Karnataka,Davanagere,MANJU. MARIKOPPA,Independent,-26094.0
Karnataka,Davanagere,BARKATH ALI,Independent,-26094.0
Karnataka,Davanagere,DODDESH.H.S,Janahitha Paksha,-26094.0
Karnataka,Davanagere,VEERESH.S (LION VEERESH),Rani Chennamma Party,-26094.0
Karnataka,Davanagere,G.M.BARKATH ALI BASHA,Independent,-26094.0
Karnataka,Davanagere,K.S. VEERBHADRAPPA,Karnataka Rashtra Samithi,-26094.0
Karnataka,Davanagere,PEDDAPPA S,Independent,-26094.0
Karnataka,Davanagere,M.P. KHALANDAR,Country Citizen Party,-26094.0
Karnataka,Davanagere,M.G.SRIKANTH,Navabharath Sena,-26094.0
Karnataka,Davanagere,G.B.VINAY KUMAR,Independent,-26094.0
Karnataka,Davanagere,RASHEED KHAN,Independent,-26094.0
Karnataka,Davanagere,D. HANUMANTHAPPA,Bahujan Samaj Party,-26094.0
Karnataka,Davanagere,MOHAMED HAYATH.M,Independent,-26094.0
Karnataka,Davanagere,TASLIM BANU,Independent,-26094.0
Karnataka,Davanagere,NOTA,None of the Above,-26094.0
Karnataka,Davanagere,T.CHANDRU,Independent,-26094.0
Karnataka,Davanagere,G.M.GAYITRI SIDDESHI,Independent,-26094.0
Karnataka,Davanagere,SALEEM S,Independent,-26094.0
Karnataka,Davanagere,PARAVEEJ.H,Independent,-26094.0
Karnataka,Davanagere,ESHWARA SHENGA,Uttama Prajaakeeya Party,-26094.0
Karnataka,Davanagere,A.K.GANESH,Independent,-26094.0
Karnataka,Davanagere,M.C.SREENIVAS,Bharatiya Prajagala Kalyana Paksha,-26094.0
Karnataka,Davanagere,ANABERU THIPPESWAMY,Socialist Unity Centre Of India (COMMUNIST),-26094.0
Karnataka,Davanagere,SYED ZABIULLA.K,Independent,-26094.0
Karnataka,Davanagere,ABDUL NAZEER AHAMMED,Independent,-26094.0
Uttar Pradesh,Muzaffarnagar,HARENDRA SINGH MALIK,Samajwadi Party,-24672.0
Uttar Pradesh,Muzaffarnagar,DARA SINGH PRAJAPATI,Bahujan Samaj Party,-24672.0
Uttar Pradesh,Muzaffarnagar,SUNIL TYAGI,Independent,-24672.0
Uttar Pradesh,Muzaffarnagar,NOTA,None of the Above,-24672.0
Uttar Pradesh,Muzaffarnagar,KAVITA,Rashtrawadi Janlok Party (Satya),-24672.0
Uttar Pradesh,Muzaffarnagar,SHASHIKANT SHAMAR,Independent,-24672.0
Uttar Pradesh,Muzaffarnagar,NEEL KUMAR,Jai Samta Party,-24672.0
Uttar Pradesh,Muzaffarnagar,RESHU SHARMA,Independent,-24672.0
Uttar Pradesh,Muzaffarnagar,ANKUR,Independent,-24672.0
Uttar Pradesh,Muzaffarnagar,MANUJ VERMA,Independent,-24672.0
Uttar Pradesh,Muzaffarnagar,SANJEEV KUMAR BALYAN,Bharatiya Janata Party,-24672.0
Uttar Pradesh,Muzaffarnagar,BIRBAL SINGH,Vishal Janta Party,-24672.0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,BISHNU PADA RAY,Bharatiya Janata Party,-24396.0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,RINKU MALA MONDAL,Independent,-24396.0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,KULDEEP RAI SHARMA,Indian National Congress,-24396.0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,MANOJ PAUL,Andaman Nicobar Democratic Congress,-24396.0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,D AYYAPPAN,Communist Party of India  (Marxist),-24396.0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,V.K. ABDUL AZIZ,Independent,-24396.0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,NOTA,None of the Above,-24396.0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,K J B SELVARAJ,All India Anna Dravida Munnetra Kazhagam,-24396.0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,DR ARUN KUMAR MALLIK,Bahujan Samaj Party,-24396.0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,K VENKAT RAM BABU,Independent,-24396.0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,USHA KUMARI,Independent,-24396.0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,SALAMAT MONDAL,Socialist Unity Centre Of India (COMMUNIST),-24396.0
Andaman & Nicobar Islands,Andaman & Nicobar Islands,ANAND RAMNATH ARLEKAR,Independent,-24396.0
Bihar,Purnia,BIMA BHARTI,Rashtriya Janata Dal,-23847.0
Bihar,Purnia,NOTA,None of the Above,-23847.0
Bihar,Purnia,SATYENDRA YADAV,Independent,-23847.0
Bihar,Purnia,SANTOSH KUMAR,Janata Dal  (United),-23847.0
Bihar,Purnia,KISHOR KUMAR YADAV,All India Forward Bloc,-23847.0
Bihar,Purnia,RAJESH RANJAN ALIAS PAPPU YADAV,Independent,-23847.0
Bihar,Purnia,ARUN DAS,Bahujan Samaj Party,-23847.0
Bihar,Purnia,NOMAN ALAM,Independent,-23847.0
Jharkhand,Dumka,BIREN MOHLI,Independent,-22527.0
Jharkhand,Dumka,NIRMAL SOREN,Independent,-22527.0
Jharkhand,Dumka,MUNNI HANSDA,Samata Party,-22527.0
Jharkhand,Dumka,SANJAY TUDU,Independent,-22527.0
Jharkhand,Dumka,BAGHRAI SOREN,Independent,-22527.0
Jharkhand,Dumka,KAMISHNAR MURMU,Independent,-22527.0
Jharkhand,Dumka,NALIN SOREN,Jharkhand Mukti Morcha,-22527.0
Jharkhand,Dumka,SITA MURMU,Bharatiya Janata Party,-22527.0
Jharkhand,Dumka,BABYLATA TUDU,Independent,-22527.0
Jharkhand,Dumka,DR. SRILAL KISKU,Independent,-22527.0
Jharkhand,Dumka,PARESH MARANDI,Bahujan Samaj Party,-22527.0
Jharkhand,Dumka,ANIL TUDU,Lokhit Adhikar Party,-22527.0
Jharkhand,Dumka,SUSHANTI HEMBROM,Independent,-22527.0
Jharkhand,Dumka,MANOJ HEMBROM,Independent,-22527.0
Jharkhand,Dumka,NOTA,None of the Above,-22527.0
Jharkhand,Dumka,RAJESH KISKU,Communist Party of India,-22527.0
Jharkhand,Dumka,RAJU EMANUEL MURMU,Ambedkarite Party of India,-22527.0
Jharkhand,Dumka,MAHASHON MURMU,Independent,-22527.0
Jharkhand,Dumka,JONATHAN MARDI,Peoples Party of India (Democratic),-22527.0
Jharkhand,Dumka,ALESH HANSDA,Indian National Socialistic Action Forces,-22527.0
Haryana,SONIPAT,SATPAL BRAHAMCHARI,Indian National Congress,-21816.0
Haryana,SONIPAT,MOHAN LAL BADOLI,Bharatiya Janata Party,-21816.0
Haryana,SONIPAT,UMESH KUMAR,Bahujan Samaj Party,-21816.0
Haryana,SONIPAT,ANOOP SINGH,Indian National Lok Dal,-21816.0
Haryana,SONIPAT,BHUPENDER SINGH MALIK,Jannayak Janta Party,-21816.0
Haryana,SONIPAT,NOTA,None of the Above,-21816.0
Haryana,SONIPAT,SANT DHARAMVEER CHOTIVALA,Independent,-21816.0
Haryana,SONIPAT,NARESH KASHYAP,Aam Aadmi Parivartan Party,-21816.0
Haryana,SONIPAT,RAKESH DHARIWAL,Rashtriya Jatigat Aarakshan Virodhi Party,-21816.0
Haryana,SONIPAT,SURENDER SINGH,Independent,-21816.0
Haryana,SONIPAT,DR. KAMLESH KUMAR SAINI,Independent,-21816.0
Haryana,SONIPAT,RAKESH,Samata Party,-21816.0
Haryana,SONIPAT,NIRMAL SINGH,Independent,-21816.0
Haryana,SONIPAT,SATPAL,Independent,-21816.0
Haryana,SONIPAT,RAMESH,Independent,-21816.0
Haryana,SONIPAT,ROHTASH,Independent,-21816.0
Haryana,SONIPAT,BALBIR SINGH,Socialist Unity Centre Of India (COMMUNIST),-21816.0
Haryana,SONIPAT,GAUBHAGAT SUMIT LATHER,Independent,-21816.0
Haryana,SONIPAT,SANJAY DASS,Independent,-21816.0
Haryana,SONIPAT,JAGBEER,Independent,-21816.0
Haryana,SONIPAT,SUNIL KUMAR,Rashtriya Garib Dal,-21816.0
Haryana,SONIPAT,RADHEY SHYAM,Peoples Party of India (Democratic),-21816.0
Haryana,SONIPAT,ASHWANI,Independent,-21816.0
Uttar Pradesh,Chandauli,RAM GOVIND,Samajhdar Party,-21565.0
Uttar Pradesh,Chandauli,SANJAY KUMAR SINHA,Jai Hind National Party,-21565.0
Uttar Pradesh,Chandauli,ARVIND KUMAR PATEL,Sardar Patel Siddhant Party,-21565.0
Uttar Pradesh,Chandauli,RAJESH VISHWAKARMA,Moulik Adhikar Party,-21565.0
Uttar Pradesh,Chandauli,SANTOSH KUMAR,Independent,-21565.0
Uttar Pradesh,Chandauli,SHER SINGH,Yuga Thulasi Party,-21565.0
Uttar Pradesh,Chandauli,SHOBHANATH  PRAJAPATI,Bhagidari Party(P),-21565.0
Uttar Pradesh,Chandauli,NOTA,None of the Above,-21565.0
Uttar Pradesh,Chandauli,SATYENDRA KUMAR MAURYA,Bahujan Samaj Party,-21565.0
Uttar Pradesh,Chandauli,BIRENDRA SINGH,Samajwadi Party,-21565.0
Uttar Pradesh,Chandauli,DR. MAHENDRA NATH  PANDEY,Bharatiya Janata Party,-21565.0
Odisha,Kandhamal,PARSURAM PRADHAN,Kalinga Sena,-21371.0
Odisha,Kandhamal,AMIR CHAND NAYAK,Indian National Congress,-21371.0
Odisha,Kandhamal,HARIBANDHU BEHERA,Bahujan Samaj Party,-21371.0
Odisha,Kandhamal,ACHYUTANANDA SAMANTA,Biju Janata Dal,-21371.0
Odisha,Kandhamal,BHAGIRATHI BALIARSINGH,Manas Lokshakti Dal,-21371.0
Odisha,Kandhamal,SUBASH MOHAPATRA,National Jan Dal,-21371.0
Odisha,Kandhamal,NOTA,None of the Above,-21371.0
Odisha,Kandhamal,KANAK MANJARI RATH,Independent,-21371.0
Odisha,Kandhamal,SUKANTA KUMAR PANIGRAHI,Bharatiya Janata Party,-21371.0
Tamil Nadu,DHARMAPURI,ARUMUGAM. M.,Independent,-21300.0
Tamil Nadu,DHARMAPURI,ASHOKAN. M.,Independent,-21300.0
Tamil Nadu,DHARMAPURI,ALAGARASAN. R.,Independent,-21300.0
Tamil Nadu,DHARMAPURI,SUNDHARAMOORTHY. M.,Independent,-21300.0
Tamil Nadu,DHARMAPURI,MANI. C.,Independent,-21300.0
Tamil Nadu,DHARMAPURI,PARTHASARATHI,Tamilar Makkal Katchi,-21300.0
Tamil Nadu,DHARMAPURI,PADMARAJAN. K. DR.,Independent,-21300.0
Tamil Nadu,DHARMAPURI,MANIVASAGAM. C.,Independent,-21300.0
Tamil Nadu,DHARMAPURI,ASOKAN. G.,Independent,-21300.0
Tamil Nadu,DHARMAPURI,AYYAKANNU,Independent,-21300.0
Tamil Nadu,DHARMAPURI,ABINAYA,Naam Tamilar Katchi,-21300.0
Tamil Nadu,DHARMAPURI,MANI. S.,Independent,-21300.0
Tamil Nadu,DHARMAPURI,AGNI AALVAR,Independent,-21300.0
Tamil Nadu,DHARMAPURI,ELAYARANI. P.,Ganasangam Party of India,-21300.0
Tamil Nadu,DHARMAPURI,SOWMIYA,Independent,-21300.0
Tamil Nadu,DHARMAPURI,HARI. R.,Bahujan Samaj Party,-21300.0
Tamil Nadu,DHARMAPURI,THIRUMURUGAN. P.,Independent,-21300.0
Tamil Nadu,DHARMAPURI,THANGAVEL. K.,Dhesiya Makkal Kazhagam,-21300.0
Tamil Nadu,DHARMAPURI,MANI. A.,Dravida Munnetra Kazhagam,-21300.0
Tamil Nadu,DHARMAPURI,SOWMIYA ANBUMANI,Pattali Makkal Katchi,-21300.0
Tamil Nadu,DHARMAPURI,ASOKAN. R. DR.,All India Anna Dravida Munnetra Kazhagam,-21300.0
Tamil Nadu,DHARMAPURI,NOTA,None of the Above,-21300.0
Tamil Nadu,DHARMAPURI,JAGANATHAN. A.,Independent,-21300.0
Tamil Nadu,DHARMAPURI,PALANI. K.,Independent,-21300.0
Tamil Nadu,DHARMAPURI,MANI. R.,Independent,-21300.0
Uttar Pradesh,Kanpur,ALOK MISRA,Indian National Congress,-20968.0
Uttar Pradesh,Kanpur,NOTA,None of the Above,-20968.0
Uttar Pradesh,Kanpur,ASHOK PASWAN ADVOCATE,Sabhi Jan Party,-20968.0
Uttar Pradesh,Kanpur,ALOK MISHRA,Independent,-20968.0
Uttar Pradesh,Kanpur,MANOJ KUMAR,Independent,-20968.0
Uttar Pradesh,Kanpur,AJAY KUMAR MISHRA,Independent,-20968.0
Uttar Pradesh,Kanpur,PRASHAST DHEER,All India Forward Bloc,-20968.0
Uttar Pradesh,Kanpur,ARVIND KUMAR SRIVASTAVA,Independent,-20968.0
Uttar Pradesh,Kanpur,SANJAY SINGH,"Proutist Bloc, India",-20968.0
Uttar Pradesh,Kanpur,VALENDRA KATIYAR,Socialist Unity Centre Of India (COMMUNIST),-20968.0
Uttar Pradesh,Kanpur,KULDEEP BHADAURIYA,Bahujan Samaj Party,-20968.0
Uttar Pradesh,Kanpur,RAMESH AWASTHI,Bharatiya Janata Party,-20968.0
Punjab,Ludhiana,BALDEV SINGH SUMAN,Independent,-20942.0
Punjab,Ludhiana,NOTA,None of the Above,-20942.0
Punjab,Ludhiana,NARESH DHINGAAN,Independent,-20942.0
Punjab,Ludhiana,RAKESH KUMAR (RICKY),Sunahara Bharat Party,-20942.0
Punjab,Ludhiana,JAI - PARKASH JAIN (TITU BANIYA),Independent,-20942.0
Punjab,Ludhiana,HARVINDER KAUR,Samajik Sangharsh Party,-20942.0
Punjab,Ludhiana,SHIVAM YADAV,Global Republican Party,-20942.0
Punjab,Ludhiana,BHOLA SINGH,Independent,-20942.0
Punjab,Ludhiana,DARSHAN SINGH DABA,Nationalist Justice Party,-20942.0
Punjab,Ludhiana,KULDEEP KUMAR SHARMA,Independent,-20942.0
Punjab,Ludhiana,VISHAL KUMAR ARORA,Independent,-20942.0
Punjab,Ludhiana,KARNAIL SINGH,Independent,-20942.0
Punjab,Ludhiana,RAJINDER GHAI,Independent,-20942.0
Punjab,Ludhiana,AMRITPAL SINGH CHHANDRAN,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),-20942.0
Punjab,Ludhiana,DAVINDER SINGH RAMGARHIA,Bahujan Samaj Party,-20942.0
Punjab,Ludhiana,AMANDEEP SINGH,Sehajdhari Sikh Party,-20942.0
Punjab,Ludhiana,ER. BALDEV RAJ KATNA (DEBI),Independent,-20942.0
Punjab,Ludhiana,PARAMJIT SINGH,Independent,-20942.0
Punjab,Ludhiana,BALVINDER SINGH BITTA,Independent,-20942.0
Punjab,Ludhiana,SIMRANDEEP SINGH,Independent,-20942.0
Punjab,Ludhiana,DEVINDER BHAGRIA,Hindustan Shakti Sena,-20942.0
Punjab,Ludhiana,KANIYA LAL (DR. KISHAN KUMAR),Independent,-20942.0
Punjab,Ludhiana,SUDHIR KUMAR TRIPATHI,Independent,-20942.0
Punjab,Ludhiana,GURDEEP SINGH KAHLON,Independent,-20942.0
Punjab,Ludhiana,DR. DEVINDER SINGH GILL,Aam Lok Party United,-20942.0
Punjab,Ludhiana,KIRPAL SINGH KAPURI,Independent,-20942.0
Punjab,Ludhiana,BALJIT SINGH,Independent,-20942.0
Punjab,Ludhiana,SANTOSH KUMAR,Bharatiya Inqalab Party,-20942.0
Punjab,Ludhiana,RAJIV KUMAR MEHRA,Jan Sewa Driver Party,-20942.0
Punjab,Ludhiana,SANJEEV KUMAR (SANJU),Independent,-20942.0
Punjab,Ludhiana,KAMAL PAWAR,Independent,-20942.0
Punjab,Ludhiana,RAVINDER PAL SINGH BABA JI BARGAR WALE,Independent,-20942.0
Punjab,Ludhiana,GURMEET SINGH KHARAY,Independent,-20942.0
Punjab,Ludhiana,RUPINDER KUMAR,Independent,-20942.0
Punjab,Ludhiana,CHANDI,Independent,-20942.0
Punjab,Ludhiana,AMRINDER SINGH RAJA WARRING,Indian National Congress,-20942.0
Punjab,Ludhiana,RAVNEET SINGH BITTU,Bharatiya Janata Party,-20942.0
Punjab,Ludhiana,ASHOK PRASHAR PAPPI,Aam Aadmi Party,-20942.0
Punjab,Ludhiana,RANJIT SINGH DHILLON,Shiromani Akali Dal,-20942.0
Punjab,Ludhiana,KAMALJIT SINGH BRAR,Independent,-20942.0
Punjab,Ludhiana,DR. PALWINDER KAUR,Independent,-20942.0
Punjab,Ludhiana,PRITPAL SINGH,Bahujan Dravida Party,-20942.0
Punjab,Ludhiana,VIPAN KUMAR BATRA,Independent,-20942.0
Punjab,Ludhiana,BHUPINDER SINGH,Bharatheeya Jawan Kisan Party,-20942.0
Kerala,Alathur,RAMYA HARIDAS,Indian National Congress,-20111.0
Kerala,Alathur,K.RADHAKRISHNAN,Communist Party of India  (Marxist),-20111.0
Kerala,Alathur,NOTA,None of the Above,-20111.0
Kerala,Alathur,HARI ARUMBIL,Bahujan Samaj Party,-20111.0
Kerala,Alathur,KRISHNANKUTTY KUNISSERY,Independent,-20111.0
Kerala,Alathur,DR T N SARASU,Bharatiya Janata Party,-20111.0
Bihar,Araria,MUSHTAK ALAM,Independent,-20094.0
Bihar,Araria,PRADEEP KUMAR SINGH,Bharatiya Janata Party,-20094.0
Bihar,Araria,ZAWED AKHTAR,The National Road Map Party of India,-20094.0
Bihar,Araria,SHATRUGHAN PRASAD SUMAN,Independent,-20094.0
Bihar,Araria,NOTA,None of the Above,-20094.0
Bihar,Araria,MD GHOUSUL AZAM,Bahujan Samaj Party,-20094.0
Bihar,Araria,MD. MOBINUL HAQUE,Independent,-20094.0
Bihar,Araria,MD. ISMAIL,Bharatiya Momin Front,-20094.0
Bihar,Araria,AKHILESH KUMAR,Independent,-20094.0
Bihar,Araria,SHAHNAWAZ,Rashtriya Janata Dal,-20094.0
Maharashtra,Amravati,SUMITRA SAHEBRAO GAIKWAD,Independent,-19731.0
